Epoch,ResNet,VGG16,DenseNet,Wavelet-CNN,Adaptive-CNN,LMSWT-SE-MSCNN,MARP-ResNet34,Proposed
1,2.227367107073466,10.567244756221772,1.7054657459259033,2.055363726615906,2.052912171681722,2.2154882748921714,2.0673518141110736,1.594830220937729
2,2.223156754175822,1.797886037826538,0.9962721347808838,1.8220128218332927,1.8602283040682475,2.0489361763000487,1.9664412140846252,0.7828569412231445
3,2.2207727750142414,1.6651405493418376,0.6863298018773397,1.5714272220929464,1.6837891976038615,1.8899702747662863,1.7845879197120667,0.32017859344681104
4,2.227226225535075,1.5739761908849081,0.4944454789161682,1.3441545248031617,1.4981579422950744,1.7930550694465637,1.6095476428667703,0.12431841207047303
5,2.184015727043152,1.4706955075263977,0.31716883505384125,1.2094646692276,1.3877282977104186,1.705429216225942,1.47980531056722,0.07623576639841
6,2.12834099928538,1.4458922187487284,0.2357266532878081,1.1334605058034262,1.2741409063339233,1.6022584795951844,1.305983849366506,0.06440709506471952
7,2.029069228967031,1.2496270577112834,0.20853221006691455,1.0744938969612121,1.2113399306933086,1.510316582520803,1.1982331196467082,0.06544516185919444
8,1.9508844256401061,1.073198264837265,0.1523137640208006,0.9791037917137146,1.2061413824558258,1.4255016605059305,1.125992508729299,0.044945007950688405
9,1.9043149630228677,0.9985767900943756,0.12599167115986348,0.899285364151001,1.1017000416914622,1.327171770731608,1.0597438474496206,0.042673851704845826
10,1.8355107227961223,0.9091217219829559,0.07048012694964806,0.8406855821609497,1.0641906241575876,1.2746461391448975,1.00003027121226,0.027793207252398134
11,1.7836966236432394,0.8094988842805226,0.0703803460734586,0.8119302014509837,0.9675925155480702,1.1828357458114624,0.9476820329825083,0.02299130828275035
12,1.7309650897979736,0.7333953311045964,0.07827635972450177,0.7734762012958527,0.9607865532239278,1.110072245200475,0.8712954084078471,0.027775392355397343
13,1.67945290406545,0.6997639079888661,0.08057313555230697,0.7310926437377929,0.9187422235806783,1.055181121826172,0.851620888710022,0.0217454927895839
14,1.5790052612622578,0.6570204516251882,0.0587508965904514,0.6754843354225158,0.8551192045211792,0.9734042604764302,0.8080288469791412,0.016328030564667036
15,1.4737442016601563,0.5831937253475189,0.031813737687965235,0.6862726668516795,0.8718866348266602,0.9039192338784535,0.7802729904651642,0.01736116341004769
16,1.4143141388893128,0.49675809144973754,0.017001964927961428,0.6704167157411576,0.8539855539798736,0.8497662961483001,0.734434175491333,0.013383242732379586
17,1.3421059926350911,0.4780899792909622,0.01600060301522414,0.6202424426873525,0.8158665815989177,0.7705809831619262,0.7222716589768727,0.017032932963532706
18,1.2976163625717163,0.377599635720253,0.017594336384596922,0.5770334382851918,0.7335018237431844,0.7022134761015574,0.6602143228054047,0.014215078965450326
19,1.218755054473877,0.3371500079830488,0.04950856414313118,0.5767568985621134,0.7934757272402445,0.6751438200473785,0.6785695791244507,0.006794916960643604
20,1.1660505692164103,0.23315258224805196,0.027493206535776457,0.5584118704001109,0.7216869095961252,0.6122269431749979,0.6634350339571635,0.003651755371053393
21,1.136228585243225,0.13992747155328591,0.04873391066988309,0.4917959302663803,0.6984830498695374,0.5344566355148951,0.5981858015060425,0.006957412403426133
22,1.079053024450938,0.1521533309171597,0.027146775873067477,0.47796284953753154,0.6888740539550782,0.5106135378281276,0.5817161639531453,0.010558438720181584
23,1.0326536337534586,0.14939990475152928,0.006438278763865431,0.5453110367059708,0.6574104607105256,0.43211889763673145,0.5612172911564509,0.010351090203039348
24,1.0168605049451191,0.1267756190771858,0.004346848189986,0.4365514526764552,0.6364428917566936,0.39655316025018694,0.5629060020049413,0.016785011035002146
25,0.9476076185703277,0.06137596031961342,0.00507368464798977,0.42967239320278167,0.6214066823323567,0.3489906549453735,0.5190901110569636,0.017763763507052013
26,0.9142732799053193,0.13648520330898464,0.0032932098586267483,0.4033304254213969,0.6141076574722926,0.3221843481063843,0.5247513999541601,0.005028140754438937
27,0.8566106100877126,0.06368618678922454,0.002269939047982916,0.36362165212631226,0.5948606908321381,0.26658244878053666,0.49647131860256194,0.004673089308198541
28,0.8261342962582906,0.060217714492076385,0.0011770099479084214,0.38591574629147846,0.609423620502154,0.23071619669596355,0.5178975542386373,0.011098380265078351
29,0.7748165349165599,0.07398278329055756,0.0011255548922539068,0.34690097520748775,0.531056190530459,0.20717626189192137,0.5124808897574743,0.004329627262389598
30,0.7286688228448231,0.04748138665066411,0.0013490952434949577,0.32480047792196276,0.5581915507713954,0.18857310737172764,0.4931219677130381,0.0020571121926574658
31,0.6979329327742259,0.15075698619087538,0.0009891357355324242,0.3410668144623438,0.5532847533623377,0.18699800247947376,0.49028028349081676,0.0015728325553936884
32,0.6410754124323527,0.0921579946608593,0.0015639357618056238,0.2969293216864268,0.5312788317600886,0.16300874029596646,0.45802314778168995,0.001313709570482994
33,0.6239344378312429,0.05032344714272767,0.0012161340933137883,0.2847992648681005,0.5266066451867422,0.13747600441177685,0.4454613288243612,0.001153358179241574
34,0.5870579520861308,0.017047548627548773,0.0008963637146128651,0.3011462320884069,0.548618483543396,0.1358955278992653,0.4346363792816798,0.0027524473242616903
35,0.5564395606517791,0.029698857722784546,0.0017805848469530853,0.28151293893655144,0.5248829146226247,0.11986612379550934,0.4145218014717102,0.0019361005819519051
