Epoch,FrFT-GADF-AWC-TSAR,FrFT-GADF-ResNet,FrFT-GADF-VGG16,FrFT-GADF-DenseNet,Wavelet-CNN,Adaptive-CNN,LMSWT-SE-MSCNN,MARP-ResNet34
19,77.56613756613757,50.21164021164021,86.98412698412699,98.25396825396825,80.37037037037037,70.0,99.94708994708995,73.86243386243386
20,80.63492063492063,51.904761904761905,91.6931216931217,99.2063492063492,79.73544973544973,72.32804232804233,100.0,74.33862433862434
21,83.96825396825396,52.698412698412696,94.44444444444444,98.3068783068783,83.80952380952381,74.02116402116403,99.84126984126983,77.77777777777777
22,83.22751322751323,54.232804232804234,94.60317460317461,99.2063492063492,82.6984126984127,74.39153439153439,99.68253968253968,78.51851851851852
23,87.98941798941799,58.3068783068783,95.23809523809524,100.0,80.95238095238095,75.92592592592592,99.62962962962963,78.88888888888889
24,88.51851851851852,59.629629629629626,95.87301587301587,100.0,85.34391534391534,76.19047619047619,99.52380952380952,79.36507936507937
25,90.0,62.645502645502646,97.93650793650794,99.8941798941799,85.82010582010582,76.87830687830687,99.47089947089947,82.06349206349206
26,90.63492063492063,66.13756613756614,95.82010582010582,99.94708994708995,86.29629629629629,76.77248677248677,99.8941798941799,80.8994708994709
27,93.06878306878306,69.62962962962963,97.93650793650794,99.94708994708995,86.87830687830687,76.77248677248677,99.8941798941799,81.42857142857143
28,94.12698412698413,70.68783068783068,98.04232804232804,100.0,86.98412698412699,77.61904761904762,99.52380952380952,80.1058201058201
29,94.86772486772487,74.12698412698413,97.77777777777777,100.0,89.04761904761905,80.63492063492063,99.8941798941799,80.58201058201058
30,96.03174603174604,75.18518518518519,98.51851851851852,100.0,88.73015873015873,78.67724867724868,99.94708994708995,81.58730158730158
31,95.02645502645503,77.35449735449735,95.23809523809524,100.0,87.51322751322752,79.25925925925925,100.0,81.42857142857143
32,96.34920634920636,80.31746031746032,96.93121693121694,100.0,90.42328042328042,80.7936507936508,100.0,84.02116402116403
33,96.6137566137566,79.94708994708995,97.98941798941799,100.0,90.68783068783068,79.41798941798942,100.0,84.23280423280423
34,97.08994708994709,81.32275132275132,99.52380952380952,100.0,88.83597883597884,78.67724867724868,99.94708994708995,85.76719576719577
35,96.98412698412699,82.22222222222223,99.2063492063492,100.0,90.52910052910053,80.0,100.0,86.34920634920636
36,96.71957671957672,84.76190476190476,98.62433862433862,100.0,90.1058201058201,80.52910052910053,100.0,87.3015873015873
37,97.51322751322752,86.4021164021164,99.36507936507937,100.0,90.0,78.83597883597884,100.0,87.4074074074074
38,97.77777777777777,87.88359788359789,99.78835978835978,100.0,90.84656084656085,81.37566137566138,100.0,87.61904761904762
39,98.35978835978835,88.3068783068783,99.94708994708995,100.0,91.21693121693121,83.75661375661376,100.0,89.47089947089947
40,98.2010582010582,87.83068783068784,99.8941798941799,100.0,92.53968253968254,81.16402116402116,100.0,87.88359788359789
41,98.67724867724868,88.94179894179894,99.94708994708995,100.0,93.12169312169313,83.28042328042328,100.0,88.88888888888889
42,98.73015873015873,89.25925925925925,100.0,100.0,92.85714285714286,81.26984126984127,100.0,89.15343915343915
43,98.51851851851852,90.63492063492063,100.0,100.0,91.48148148148148,82.06349206349206,100.0,90.0
44,98.94179894179894,90.63492063492063,100.0,99.94708994708995,93.28042328042328,83.28042328042328,100.0,89.8941798941799
45,98.88888888888889,92.06349206349206,100.0,99.8941798941799,94.07407407407408,82.43386243386243,100.0,91.48148148148148
46,98.994708994709,91.16402116402116,100.0,99.94708994708995,93.17460317460318,84.81481481481481,100.0,92.27513227513228
47,98.78306878306879,93.86243386243386,100.0,100.0,92.85714285714286,83.5978835978836,100.0,92.06349206349206
48,99.25925925925925,92.53968253968254,100.0,100.0,94.86772486772487,84.02116402116403,100.0,92.38095238095238
49,98.994708994709,93.3862433862434,100.0,100.0,94.12698412698413,84.02116402116403,100.0,92.80423280423281
50,99.25925925925925,94.17989417989418,100.0,100.0,93.91534391534391,85.07936507936508,100.0,92.6984126984127
51,99.04761904761905,94.44444444444444,100.0,100.0,95.02645502645503,84.07407407407408,100.0,92.75132275132275
52,99.41798941798942,95.5026455026455,100.0,100.0,95.55555555555556,84.70899470899471,99.94708994708995,94.86772486772487
53,99.15343915343915,93.75661375661376,100.0,100.0,94.70899470899471,84.81481481481481,100.0,94.76190476190476
54,99.31216931216932,95.5026455026455,100.0,100.0,95.18518518518519,85.18518518518519,100.0,93.22751322751323
55,99.57671957671958,96.08465608465609,100.0,100.0,96.08465608465609,84.28571428571429,100.0,93.70370370370371
56,99.73544973544973,96.4021164021164,100.0,100.0,94.55026455026454,84.44444444444444,100.0,95.13227513227513
57,99.78835978835978,96.34920634920636,99.94708994708995,100.0,95.5026455026455,86.29629629629629,100.0,96.66666666666667
58,99.78835978835978,96.6137566137566,99.8941798941799,100.0,94.33862433862434,86.66666666666667,100.0,95.55555555555556
59,99.78835978835978,96.82539682539682,99.84126984126983,100.0,94.92063492063492,86.66666666666667,100.0,95.23809523809524
60,99.57671957671958,96.66666666666667,100.0,100.0,95.76719576719577,84.23280423280423,100.0,94.55026455026454
61,99.41798941798942,96.13756613756614,100.0,100.0,96.29629629629629,87.03703703703704,100.0,96.71957671957672
62,99.73544973544973,97.19576719576719,100.0,100.0,96.19047619047619,86.5079365079365,99.94708994708995,96.4021164021164
63,99.84126984126983,97.83068783068784,100.0,100.0,95.60846560846561,86.19047619047619,100.0,96.6137566137566
64,99.73544973544973,98.2010582010582,100.0,100.0,96.4021164021164,87.35449735449735,100.0,96.24338624338624
65,99.73544973544973,97.08994708994709,100.0,100.0,96.03174603174604,83.96825396825396,100.0,95.23809523809524
66,99.57671957671958,97.08994708994709,100.0,100.0,95.82010582010582,86.5079365079365,100.0,96.56084656084656
67,99.78835978835978,98.14814814814815,100.0,100.0,95.07936507936508,85.60846560846561,100.0,96.98412698412699
68,99.73544973544973,98.0952380952381,100.0,100.0,96.24338624338624,85.97883597883597,100.0,97.35449735449735
69,99.84126984126983,97.88359788359789,100.0,100.0,96.29629629629629,87.35449735449735,100.0,96.24338624338624
70,99.8941798941799,97.88359788359789,100.0,100.0,96.87830687830687,87.56613756613757,100.0,96.66666666666667
71,99.8941798941799,97.88359788359789,100.0,100.0,96.93121693121694,86.77248677248677,100.0,96.98412698412699
72,100.0,98.14814814814815,100.0,100.0,97.03703703703704,86.77248677248677,100.0,96.77248677248677
73,99.78835978835978,98.14814814814815,100.0,100.0,96.87830687830687,87.98941798941799,100.0,96.56084656084656
74,99.57671957671958,98.14814814814815,100.0,100.0,97.24867724867725,87.35449735449735,100.0,97.67195767195767
75,99.78835978835978,98.67724867724868,100.0,100.0,97.14285714285714,87.4074074074074,100.0,97.83068783068784
76,99.84126984126983,98.62433862433862,100.0,100.0,97.35449735449735,85.07936507936508,100.0,97.77777777777777
77,99.8941798941799,98.73015873015873,100.0,100.0,97.4074074074074,87.56613756613757,100.0,97.72486772486772
78,99.78835978835978,98.78306878306879,100.0,100.0,96.6137566137566,87.35449735449735,100.0,97.88359788359789
79,99.73544973544973,97.93650793650794,100.0,100.0,96.71957671957672,88.46560846560847,100.0,97.61904761904762
80,99.94708994708995,98.2010582010582,100.0,100.0,96.03174603174604,87.08994708994709,100.0,97.77777777777777
81,99.78835978835978,98.46560846560847,100.0,100.0,96.34920634920636,86.98412698412699,100.0,97.61904761904762
82,99.78835978835978,98.57142857142857,100.0,100.0,97.51322751322752,86.6137566137566,100.0,97.88359788359789
83,99.94708994708995,98.83597883597884,100.0,100.0,97.19576719576719,88.14814814814815,100.0,98.25396825396825
84,99.84126984126983,99.1005291005291,100.0,100.0,97.56613756613757,86.71957671957672,100.0,98.57142857142857
85,99.84126984126983,98.57142857142857,100.0,100.0,97.46031746031746,88.83597883597884,100.0,98.35978835978835
86,99.78835978835978,98.62433862433862,100.0,100.0,97.3015873015873,87.4074074074074,100.0,98.04232804232804
87,99.94708994708995,98.994708994709,100.0,100.0,97.67195767195767,88.25396825396825,100.0,98.0952380952381
88,99.8941798941799,98.73015873015873,100.0,100.0,98.35978835978835,86.77248677248677,100.0,98.62433862433862
89,99.94708994708995,99.15343915343915,100.0,100.0,97.14285714285714,88.67724867724868,100.0,99.04761904761905
90,100.0,98.78306878306879,100.0,100.0,98.14814814814815,87.88359788359789,100.0,98.78306878306879
91,100.0,99.1005291005291,100.0,100.0,97.72486772486772,87.83068783068784,100.0,99.1005291005291
92,99.94708994708995,99.15343915343915,100.0,100.0,97.88359788359789,88.14814814814815,100.0,98.25396825396825
93,99.84126984126983,98.67724867724868,100.0,100.0,97.67195767195767,88.62433862433862,100.0,98.83597883597884
94,99.8941798941799,98.88888888888889,100.0,100.0,97.56613756613757,88.994708994709,100.0,98.35978835978835
95,99.8941798941799,98.83597883597884,100.0,100.0,97.46031746031746,89.25925925925925,100.0,98.25396825396825
96,100.0,98.67724867724868,100.0,100.0,97.72486772486772,89.15343915343915,100.0,98.35978835978835
97,100.0,99.68253968253968,100.0,100.0,98.46560846560847,87.77777777777777,100.0,98.46560846560847
98,99.8941798941799,98.994708994709,100.0,100.0,97.83068783068784,89.1005291005291,100.0,98.35978835978835
99,99.8941798941799,99.31216931216932,100.0,100.0,98.46560846560847,87.35449735449735,100.0,98.67724867724868
100,100.0,98.78306878306879,100.0,100.0,97.88359788359789,89.8941798941799,100.0,98.35978835978835
