Epoch,ResNet,VGG16,DenseNet,Wavelet-CNN,Adaptive-CNN,LMSWT-SE-MSCNN,MARP-ResNet34,Proposed
78,0.03224905154534748,0.028931054869255086,0.001300984573650307,0.020293055335059762,0.14154628025633947,0.025374577580285922,0.022639690599005138,0.001071368988570092
79,0.037974716031125615,0.02168836314168792,0.0011758908928771103,0.017406755393104895,0.0603388569184712,0.025214652264756814,0.03645716604244496,0.001121504623110273
80,0.03121441589402301,0.01651962120620506,0.009770012936704526,0.023372180593599166,0.061490849192653387,0.026470766934965338,0.044487820006906986,0.0015746927986453687
81,0.029433198273181915,0.017444926625557855,0.0013438465913558112,0.019422618406159536,0.06759142436619316,0.0563235344099147,0.01780089722680194,0.012852860057526934
82,0.03059795911290816,0.03289580649938476,0.0077072450159383675,0.058078309620863626,0.057591368976448266,0.023236818744667938,0.012719041534832545,0.0010823110060300678
83,0.036279638563948016,0.019995944302438926,0.0013406879942132427,0.045110447731401236,0.04544802236237696,0.02996920474937984,0.013095159748835223,0.002169502923996853
84,0.02875822050763028,0.01941731787518616,0.061149590918960585,0.028917481457548484,0.046618137774722915,0.0197175850293466,0.018431160865085467,0.0019602816152785507
85,0.031004348636737893,0.014065923471629762,0.0014361101493705064,0.019700137083418667,0.052333521390599866,0.028654729082648243,0.027632339591426507,0.0015597121839943742
86,0.04821586163182344,0.025097997002636215,0.001737232627679727,0.09953002285744462,0.10228407941758633,0.021626922568040236,0.023506608924695423,0.0023079670125818147
87,0.027511187296892916,0.023659325895768087,0.0023686569516680072,0.01985992694140545,0.07037065524075713,0.025568590299891576,0.011550300821129764,0.0012636536599269935
88,0.02984872866155846,0.019500004506945907,0.0021628142796024413,0.02755554506023015,0.09203688121799912,0.01690647125776325,0.013425391433494431,0.0021701196653469068
89,0.03798321874013969,0.022964808582141165,0.000981341047528466,0.09222744006131377,0.05677443902407374,0.03234344621055892,0.019642930012196302,0.0012192112397834925
90,0.03803400981373021,0.021655576968831674,0.04982872488160085,0.01494147878007165,0.05413143562951258,0.019781559772257293,0.057324159291705916,0.001384900591801852
91,0.03954091987439564,0.024978834399267465,0.009614503794832021,0.014597734635961907,0.04267288238874504,0.022430942992546728,0.012046240868845157,0.0011803827053102265
92,0.05086118262261152,0.029462096063330785,0.011508260265275436,0.02149618836119771,0.06022021121212414,0.02473560268325465,0.011303824938035436,0.0010959671625252148
93,0.032309086328106265,0.030523583643246508,0.0016515637980774045,0.025246718765369484,0.05835698611502137,0.016662647482007742,0.06064367799886635,0.0012318652380989598
94,0.04991274619741099,0.022447604274108,0.0010466369255612204,0.020299193981502737,0.07052210119685956,0.09403150761500001,0.10925899622296649,0.0008575256444081398
95,0.03180723517600979,0.022259253759524915,0.0010695651331583836,0.02271068111128573,0.04719224552224789,0.044949541201016734,0.011834530459184731,0.0009357865554712978
96,0.029453927784093788,0.02346083509031465,0.0008838988994414519,0.026503709743597677,0.0992668748700193,0.016555781343153546,0.022534243330093368,0.0008780799149202981
97,0.026688532438129187,0.024071764406731484,0.0009348288003820926,0.053678963399891345,0.13578252853559597,0.0358601653549288,0.025885998337928737,0.0011396395628772943
98,0.038001512842518945,0.027039546178587313,0.023824561792675274,0.030737690095390593,0.045150080163564,0.021572650742850134,0.021501510137958185,0.00144126099933471
99,0.03515826484986714,0.025818769018477333,0.002365349806495942,0.04001647433532136,0.09011336243046182,0.01934842419411455,0.009434632424797331,0.0008854881390496823
100,0.033519798424094915,0.027489846510954003,0.001234180258636895,0.01544321863912046,0.13997515051492623,0.021205044284995114,0.01620305934920907,0.0010251724556188232
