Epoch,SE-TSARs-Net,ECA-TSARs-Net,CA-TSARs-Net,CBAM-TSARs-Net
31,0.6265782048304875,1.3066176215807597,0.19679551273584367,0.3322156459093094
32,0.5833354940017065,1.2805646022160848,0.184893778214852,0.31029087950785955
33,0.538873087366422,1.2688181241353353,0.19305990959207217,0.28333252122004826
34,0.5000753700733185,1.2316749175389607,0.1758531463642915,0.27976238826910654
35,0.43572829763094584,1.2016122142473857,0.14826494107643765,0.23945726752281188
36,0.39171182612578076,1.1759318033854167,0.1412153293689092,0.2212175250053406
37,0.3783429116010666,1.1605457345644632,0.14397062323987483,0.19974854290485383
38,0.3525671790043513,1.1501612861951191,0.13628203955789406,0.19255402361353238
39,0.3206043918927511,1.1162405947844187,0.09989606204132238,0.16964904169241588
40,0.2834294930100441,1.1025981883207956,0.09854191144307455,0.1490474211672942
41,0.25226693352063495,1.0802291850248973,0.0946075244496266,0.1413021981716156
42,0.24008450160423914,1.0630113641421,0.09991627596318722,0.12935853401819866
43,0.22139421155055364,1.0461333711942038,0.07673021648079156,0.1347493678331375
44,0.2054916818936666,1.0173464973767599,0.08549321324874957,0.1141640655696392
45,0.2020602931578954,1.0140387972195943,0.06821845521529515,0.11347226202487945
46,0.17387120376030604,0.9889781653881073,0.06237800760815541,0.11884559902052085
47,0.165169611821572,0.9746165076891581,0.06865669172257186,0.09742621965706348
48,0.1434306835134824,0.9488300681114197,0.06084845109532277,0.10810617369910082
49,0.15150638992587726,0.9217165132363637,0.061176661091546215,0.08541349259515603
50,0.13796787758668264,0.9139181594053905,0.05475916728998224,0.08650077804923058
51,0.11293364887436232,0.8828884104887644,0.05456793271005154,0.07433914256592591
52,0.11253438579539458,0.8543146649996439,0.04917589196314414,0.06018806720773379
53,0.10011040046811104,0.8266551037629445,0.05047945529222488,0.07243652654190859
54,0.09405807666480541,0.8158403138319651,0.05055293984090289,0.06666133645921946
55,0.09436764145890872,0.7936901887257893,0.05465796338394284,0.06774893403053284
56,0.09773031746347745,0.7520541429519654,0.051125651535888515,0.051339182443916796
57,0.08971331156790256,0.7321406543254853,0.03436090849960844,0.05635307903091113
58,0.07544961906969547,0.709880534807841,0.02955925129354,0.045622531635065876
59,0.07568086708585421,0.6687814176082612,0.028570224034289517,0.05318473471949498
60,0.08890130122502644,0.6467442035675048,0.02750085210427642,0.046620670581857364
61,0.07042403736462195,0.6313868343830109,0.03458186571175854,0.04428863879293203
62,0.054014232382178305,0.619377487897873,0.02738911792015036,0.04256994376579921
63,0.058940411917865275,0.5804918507734934,0.02562249465845525,0.04168533744911353
64,0.05549994613975286,0.5664123137791951,0.025229550059884788,0.042128950574745735
65,0.05933630261570215,0.5459763387839,0.026115348935127257,0.037524920019010706
66,0.05669295551876227,0.5235262592633565,0.022963673155754805,0.04225546009838581
67,0.05348481597999732,0.48711515168348946,0.021950430205712714,0.043435941947003204
68,0.04793420732021332,0.48376279572645825,0.02770858866473039,0.03615567469969392
69,0.0564185930415988,0.4614654302597046,0.025656441692262888,0.0343882292509079
70,0.053366642507414026,0.44805484314759575,0.023454977246001363,0.030000163273264966
71,0.050916269732018314,0.41124070982138317,0.015794656425714492,0.03444853825494647
72,0.04454475411524375,0.40434082647164665,0.023480380590384205,0.03173903003334999
73,0.04763716291636229,0.37984829147656757,0.022459415812045337,0.02737314555173119
74,0.04347709057231744,0.3683408846457799,0.022667283844202756,0.022152921153853335
75,0.05261657064159711,0.35482324461142223,0.01565766877805193,0.027189110840360322
76,0.04009767187138399,0.35560593406359353,0.017476402409374713,0.023436800095563134
77,0.03862013301501672,0.32804442395766575,0.016812785947695374,0.026826700195670128
78,0.04747540075331926,0.3140126223365466,0.02266550047012667,0.026934453813980023
79,0.03724496985475222,0.3057714655995369,0.013925508316606282,0.030046976481874783
80,0.04663519828269879,0.31371549715598424,0.013790817682941754,0.02400964442640543
81,0.042877847080429396,0.2865592807531357,0.014972228075688083,0.02163337074841062
82,0.0365820415938894,0.2857317770520846,0.013980531832203269,0.021057151754697166
83,0.03671882214645545,0.263009837269783,0.01911670279999574,0.021221325887988012
84,0.04334917326147358,0.24912767757972082,0.013198118361954888,0.02278178484799961
85,0.035325868024180335,0.23357736418644587,0.014355610155810912,0.021937211416661738
86,0.028004661668092012,0.22964739700158437,0.016110782069154082,0.02179856306562821
87,0.039150982008626066,0.22042937924464542,0.011169728791962067,0.019888868369162083
88,0.029286859494944414,0.2067443311214447,0.019331894457961123,0.019118636442969243
89,0.028669656720012426,0.20502139925956725,0.017529718795170388,0.01982268293698629
90,0.03296736581251025,0.2059281180302302,0.009423191534976165,0.02010598868752519
91,0.031140071681390206,0.19277494251728058,0.013492107779408494,0.01905842966710528
92,0.023079378809779883,0.18292883584896724,0.018071087573965392,0.018864048893253008
93,0.02792907947053512,0.18282650113105775,0.012755729785809914,0.013757540502895911
94,0.02610838965823253,0.1867899104952812,0.012802967204091449,0.017295237987612684
95,0.02820223622644941,0.16969152813156446,0.01354037035877506,0.016829097643494606
96,0.025914783279101055,0.1627645120024681,0.013487861483978729,0.019817527352521815
97,0.025723559533556303,0.16597689365347226,0.011649270410028596,0.01731591555289924
98,0.03322268792738517,0.1663701760272185,0.01150066697349151,0.017977945304786167
99,0.024230953523268303,0.15574314246575038,0.013966359454207123,0.01857100377480189
100,0.029182129446417092,0.1467405989766121,0.01271443433749179,0.01640060101635754
