Epoch,SE-TSARs-Net,ECA-TSARs-Net,CA-TSARs-Net,CBAM-TSARs-Net
55,0.08218595944344997,0.035152142734399865,0.06967903141464506,0.069834860773491
56,0.047466377328549116,0.043638414570263455,0.1323321501591376,0.037779294553079774
57,0.051458729564079216,0.06841225722538573,0.07190393124307905,0.0424117094704083
58,0.03955387457140854,0.046496658719011714,0.07418175600469112,0.04776264048580613
59,0.030779264867305756,0.07812873806272234,0.13620223557310446,0.024189922692520276
60,0.06741245370358229,0.04108567921710866,0.0562124304207308,0.033276559984577556
61,0.04375967449907746,0.03633422391223056,0.07484338871602501,0.02928403239431126
62,0.04789165300982339,0.05623804957472852,0.07456873676606587,0.0282393160409161
63,0.12842410323875292,0.09513046432818685,0.06907192058861256,0.022345625994993106
64,0.029468931989478215,0.04743093012699059,0.07280742629830327,0.021076247295630828
65,0.05712441488036087,0.045027142124516625,0.06923848630062171,0.031116930368755544
66,0.03472549049183726,0.0868072049426181,0.056205726095608304,0.026368224195071628
67,0.03420947931174721,0.029240401262151345,0.05806569129760776,0.01698793111635106
68,0.02885500035647835,0.08525564574769565,0.05164115436907325,0.04161923870976482
69,0.03241760137357882,0.03385759025279965,0.053672321273812225,0.018191354349255562
70,0.039245058848921745,0.027878169103392532,0.05030288906501872,0.01934607213895236
71,0.026177072831030403,0.025791846614863192,0.037935947334127765,0.021299168933182955
72,0.02132264557959778,0.0517850117092686,0.03282225012247052,0.06103487419230597
73,0.02162385080009699,0.027642980084887574,0.05674834456294775,0.03334675968757698
74,0.023841666456844126,0.0647880442972694,0.03151177069438355,0.03461326831685645
75,0.04761620577690857,0.03055243726287569,0.03738215725336756,0.02458033590976681
76,0.025739636405238082,0.02769899015714015,0.19035804045519658,0.12870551213356002
77,0.021681396490229026,0.018234146293252707,0.05180480956499066,0.01806998113170266
78,0.024389944837561676,0.017817011701741388,0.05302602065993207,0.03185779854123082
79,0.019696708901652267,0.08073150546156935,0.032746435941330025,0.12332202633842826
80,0.029918414341019734,0.025983662411038364,0.1554025098947542,0.015157633061919893
81,0.024107622914016247,0.048150902946612666,0.09895506181887218,0.01487249881029129
82,0.04745498046811138,0.055558837218476195,0.0798343624919653,0.017419730446168354
83,0.033385359815188816,0.04717719794384071,0.03835149189191205,0.01588900220979537
84,0.02955154309581433,0.026426018614854132,0.02580642992896693,0.021672140208206007
85,0.02119524623932583,0.056288860206093104,0.06060721059995038,0.016022307931312492
86,0.06958975709442582,0.01801667096359389,0.03219785348379186,0.0185929932298937
87,0.022265261438276087,0.020805328552212034,0.05105721631220409,0.019871260106031383
88,0.032139703897493224,0.025354051230741397,0.034696675703993866,0.0793296614927905
89,0.017955584850694453,0.018552115519664118,0.027044901956937144,0.027024710151766027
90,0.016030191726583456,0.02301729184442333,0.022144388473991836,0.017907023629439727
91,0.01733672066724726,0.10080596498612847,0.024927830390099968,0.015712022814633592
92,0.02559055228318487,0.025474540357078825,0.02663151134869882,0.0566850151267967
93,0.01924703210326178,0.02428498149051198,0.021621132934732095,0.014437764018241848
94,0.061667415512991805,0.03800296683662704,0.028200939297676086,0.014224969249750887
95,0.027888118289411068,0.017195018540535654,0.03190373203584126,0.013997908548585005
96,0.017269226323281015,0.022283286920615604,0.029720902775547335,0.01827484036662749
97,0.01614154881930777,0.019118377872343575,0.018302755264033164,0.03330544548641358
98,0.0612107645055013,0.0985247500772987,0.019467263216418878,0.04216882659654532
99,0.01627662977469819,0.020630288336958204,0.016077602548258647,0.019736197045339004
100,0.04068320656993559,0.022661208574260985,0.02208098290222032,0.04726467567629048
